"Product","Status","5K Pricing","CPU","Architecture","Family/Core","Program Memory Size (Kbytes)","Program Memory Size (KWords)","Bootload capable","RAM (bytes)","EEPROM / HEF","I/O Pins","Pin count","Max. CPU Speed MHz","Peripheral Pin Select (PPS)","Vbat for battery backup","Brown-Out Reset (BOR)","Low Voltage Detection","Power On Reset (POR)","Internal Oscillator","Hardware RTCC","Watch Dog Timers (WDT)","# of Comparators","Operational Amplifier","# of A/D Converters","Total # of A/D channels","Max A/D Resolution (bits)","ADC Mode:Max A/D Sample Rate (ksps)","ADCC with Computation","Number of D/A Converters","Number of DAC outputs","Max D/A Resolution (bits)","Internal Voltage Reference (Bandgap)","Zero Cross detect","Slope Compensation / Programmable Ramp Generator","Data Signal Modulator (DSM)","CTMU","Max 8 Bit Digital Timers","Max 16 Bit Digital Timers","Signal Measurement Timer","Hardware Limit Timer","Stand alone PWM","Capture / Compare/PWM (CCP)","Enhanced Capture/Compare/PWM (ECCP)","Max # PWM outputs (including complementary outputs)","Number of PWM Time Bases","Max PWM Resolution (bits)","Quadrature Encoder Interface (QEI)","Angular Timer","Math Accelerator","UART","SPI™","I2C","Number of USB Modules","USB Speed","USB Active Clock Tuning","# of CAN Modules","CAN Transmit Buffers","CAN Receive Buffers","Ethernet","LIN","IrDA","Parallel Port","Windowed Watchdog Timer (WWDT)","CRC/Scan","Configurable Logic Cell Modules (CLC)","Complementary Waveform Generator (CWG) / Complementary Output Generator (COG)","Numerically Controlled Oscillator (NCO)","Programmable switched mode controller","Hardware Cap Voltage Divider ","Cap. Touch Channels","Segment LCD","Keeloq Hardware","Security, Encryption and Authentication ","JTAG","Temp. Range Min.","Temp. Range Max.","Operation Voltage Min.(V)","Operation Voltage Max.(V)","High Voltage Capable","Packages"
" ATSAML22N17A","In Production ","$2.58","Cortex-M0+","32","SAM L","128","32","No","16384","0","82","100","32","Yes","Yes"," "," ","Yes","32Khz ULP, 16Mhz ","Yes","Yes","2","0","1","20","12","1000","No","0","0","0","Yes","No","0"," ","No","4","4","0","0","0","0","0","12","0","0","0","No","No","6","6","4","1","None","No","0","0","0","None"," ","Yes","GPIO","No","Yes","0","0","0","0","No","256","320","No","Yes","Debug/Program","-40","85","1.62","3.63","No","100/TQFP 100/UFBGA"
" ATSAML22N18A","In Production ","$3.22","Cortex-M0+","32","SAM L","256","64","No","32768","0","82","100","32","Yes","Yes"," "," ","Yes","32Khz ULP, 16Mhz ","Yes","Yes","2","0","1","20","12","1000","No","0","0","0","Yes","No","0"," ","No","4","4","0","0","0","0","0","12","0","0","0","No","No","6","6","4","1","None","No","0","0","0","None"," ","Yes","GPIO","No","Yes","0","0","0","0","No","256","320","No","Yes","Debug/Program","-40","85","1.62","3.63","No","100/TQFP 100/UFBGA"
" ATSAMS70J19","In Production ","$5.57","Cortex-M7","32"," ","512","128","Yes","262144","0","44","64","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","5","12","2000","No","1","1","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","5","1","2","1","Host, Device","No","0","0","0","Ethernet AVB","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","64/LQFP 64/VQFN"
" ATSAMS70J20","In Production ","$6.19","Cortex-M7","32"," ","1024","256","Yes","393216","0","44","64","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","5","12","2000","No","1","1","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","5","1","2","1","Host, Device","No","0","0","0","None","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","64/LQFP 64/VQFN"
" ATSAMS70J21","In Production ","$7.55","Cortex-M7","32"," ","2048","512","Yes","393216","0","44","64","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","5","12","2000","No","1","1","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","5","1","2","1","Host, Device","No","0","0","0","None","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","64/LQFP 64/VQFN"
" ATSAMS70N19","In Production ","$5.86","Cortex-M7","32"," ","512","128","Yes","262144","0","75","100","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","10","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","8","4","3","1","Host, Device","No","0","0","0","None","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","100/LQFP 100/TFBGA 100/VFBGA"
" ATSAMS70N20","In Production ","$6.51","Cortex-M7","32"," ","1024","256","Yes","393216","0","75","100","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","10","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","8","4","3","1","Host, Device","No","0","0","0","None","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","100/LQFP 100/TFBGA 100/VFBGA"
" ATSAMS70N21","In Production ","$7.94","Cortex-M7","32"," ","2048","512","Yes","393216","0","75","100","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","10","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","8","4","3","1","Host, Device","No","0","0","0","None","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","100/LQFP 100/TFBGA 100/VFBGA"
" ATSAMS70Q19","In Production ","$6.62","Cortex-M7","32"," ","512","128","Yes","262144","0","114","144","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","24","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","4","No","No","8","5","3","1","Host, Device","No","0","0","0","None","Yes","Yes","EBI","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","144/LQFP 144/LFBGA 144/UFBGA"
" ATSAMS70Q20","In Production ","$7.38","Cortex-M7","32"," ","1024","256","Yes","393216","0","114","144","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","24","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","4","No","No","8","5","3","1","Host, Device","No","0","0","0","None","Yes","Yes","EBI","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","144/LQFP 144/LFBGA 144/UFBGA"
" ATSAMS70Q21","In Production ","$8.91","Cortex-M7","32","SAM S","2048","512","Yes","393216","0","114","144","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","24","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","4","No","No","8","5","3","1","None","No","0","0","0","None","Yes","Yes","EBI","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","144/LQFP 144/LFBGA 144/UFBGA"
" ATSAMV70J19","In Production ","Call for pricing","Cortex-M7","32"," ","512","128","Yes","262144","0","44","64","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","5","12","2000","No","1","1","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","5","1","2","1","Host, Device","No","1","32","64","None","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","Please call for package information"
" ATSAMV70J20","In Production ","Call for pricing","Cortex-M7","32"," ","1024","256","Yes","393216","0","44","64","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","5","12","2000","No","1","1","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","5","1","2","1","Host, Device","No","1","32","64","None","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","Please call for package information"
" ATSAMV70N19","In Production ","Call for pricing","Cortex-M7","32"," ","512","128","Yes","262144","0","75","100","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","10","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","8","4","3","1","Host, Device","No","2","32","64","None","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","Please call for package information"
" ATSAMV70N20","In Production ","Call for pricing","Cortex-M7","32"," ","1024","256","Yes","393216","0","75","100","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","10","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","8","4","3","1","Host, Device","No","2","32","64","None","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","Please call for package information"
" ATSAMV70Q19","In Production ","Call for pricing","Cortex-M7","32"," ","512","128","Yes","262144","0","114","144","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","24","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","4","No","No","8","5","3","1","Host, Device","No","2","32","64","None","Yes","Yes","EBI","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","144/LQFP"
" ATSAMV70Q20","In Production ","Call for pricing","Cortex-M7","32"," ","1024","256","Yes","393216","0","114","144","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","24","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","4","No","No","8","5","3","1","Host, Device","No","2","32","64","None","Yes","Yes","EBI","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","144/LQFP"
" ATSAMV71J19","In Production ","Call for pricing","Cortex-M7","32"," ","512","128","Yes","262144","0","44","64","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","5","12","2000","No","1","1","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","5","1","2","1","Host, Device","No","1","32","64","Ethernet AVB","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","Please call for package information"
" ATSAMV71J20","In Production ","Call for pricing","Cortex-M7","32"," ","1024","256","Yes","393216","0","44","64","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","5","12","2000","No","1","1","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","5","1","2","1","Host, Device","No","1","32","64","Ethernet AVB","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","Please call for package information"
" ATSAMV71J21","In Production ","Call for pricing","Cortex-M7","32"," ","2048","512","Yes","393216","0","44","64","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","5","12","2000","No","1","1","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","5","1","2","1","Host, Device","No","1","32","64","Ethernet AVB","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","Please call for package information"
" ATSAMV71N19","In Production ","Call for pricing","Cortex-M7","32"," ","512","128","Yes","262144","0","75","100","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","10","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","8","4","3","1","Host, Device","No","2","32","64","Ethernet AVB","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","Please call for package information"
" ATSAMV71N20","In Production ","Call for pricing","Cortex-M7","32"," ","1024","256","Yes","393216","0","75","100","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","10","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","8","4","3","1","Host, Device","No","2","32","64","Ethernet AVB","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","Please call for package information"
" ATSAMV71N21","In Production ","Call for pricing","Cortex-M7","32"," ","2048","512","Yes","393216","0","75","100","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","10","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","1","No","No","8","4","3","1","Host, Device","No","2","32","64","Ethernet AVB","Yes","Yes","No","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","Please call for package information"
" ATSAMV71Q19","In Production ","Call for pricing","Cortex-M7","32"," ","512","128","Yes","262144","0","114","144","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","24","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","4","No","No","8","5","3","1","Host, Device","No","2","32","64","Ethernet AVB","Yes","Yes","EBI","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","144/LQFP"
" ATSAMV71Q20","In Production ","Call for pricing","Cortex-M7","32"," ","1024","256","Yes","393216","0","114","144","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","24","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","4","No","No","8","5","3","1","Host, Device","No","2","32","64","Ethernet AVB","Yes","Yes","EBI","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","144/LQFP"
" ATSAMV71Q21","In Production ","Call for pricing","Cortex-M7","32"," ","2048","512","Yes","393216","0","114","144","300","Yes","No"," "," ","Yes","4,8,12Mhz, 32Khz ","Yes","No","1","0","2","24","12","2000","No","1","2","12","Yes","No","0"," ","No","0","12","0","0","0","0","0","8","0","0","4","No","No","8","5","3","1","Host, Device","No","2","32","64","Ethernet AVB","Yes","Yes","EBI","No","No","0","0","0","0","No","0","0","No","Yes","Debug/Program/Boundary Scan","-40","105","1.62","3.6","No","Please call for package information"
" ATtiny10","In Production ","$0.24","8-bit AVR","8"," ","1","0.5","No","32","0","4","6","12","No","No","Programmable BOR"," ","Yes","Yes ","No","Yes","1","0","0","4","8","15","No","0","0","0","Yes","No","0","0","No","0","1","0","0","2","1","0","2","0","0","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","1","0","No","No","None","-40","125","1.8","5.5","No","6/SOT-23 8/UDFN"
" ATtiny102","In Production ","$0.41","8-bit AVR","8"," ","1","0.5","Yes","32","0","6","8","12","No","No","Programmable BOR"," ","Yes","Yes ","No","Yes","0","0","0","5","10","15","No","0","0","0","Yes","No","0","0","No","0","1","0","0","2","2","0","2","0","0","0","No","No","1","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","No","No","None","-40","125","1.8","5.5","No","8/SOIC 150mil 8/UDFN"
" ATtiny104","In Production ","$0.45","8-bit AVR","8"," ","1","0.5","Yes","32","0","12","14","12","No","No","Programmable BOR"," ","Yes","Yes ","No","Yes","0","0","0","8","10","15","No","0","0","0","Yes","No","0","0","No","0","1","0","0","2","2","0","2","0","0","0","No","No","1","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","No","No","None","-40","125","1.8","5.5","No","14/SOIC 150mil"
" ATtiny20","In Production ","$0.39","8-bit AVR","8"," ","2","1","No","128","0","12","14","12","No","No","Programmable BOR"," ","Yes","Yes ","No","Yes","1","0","0","8","10","15","No","0","0","0","Yes","No","0","0","No","1","1","0","0","3","1","0","3","0","0","0","No","No","0","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","5","0","No","No","None","-40","85","1.8","5.5","No","14/TSSOP 14/SOIC 150mil 15/UFBGA 20/VQFN 12/WLCSP"
" ATtiny28L","In Production ","$1.29","8-bit AVR","8"," ","2","1","No","0","0","11","28","4","No","No","Programmable BOR"," ","Yes","Yes ","No","Yes","1","0","0","0","0","0","No","0","0","0","No","No","0","0","No","1","0","0","0","0","0","0","0","0","0","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","No","No","None","-40","85","1.8","5.5","No","28/SPDIP 32/TQFP 32/VQFN"
" ATtiny4","In Production ","$0.24","8-bit AVR","8"," ","0.5","0.25","No","32","0","4","6","12","No","No","Programmable BOR"," ","Yes","Yes ","No","Yes","1","0","0","0","0","0","No","0","0","0","Yes","No","0","0","No","0","1","0","0","2","1","0","2","0","0","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","No","No","None","-40","125","1.8","5.5","No","6/SOT-23 8/UDFN"
" ATtiny40","In Production ","$0.54","8-bit AVR","8"," ","4","2","No","256","0","18","20","12","No","No","Programmable BOR"," ","Yes","Yes ","No","Yes","1","0","0","12","10","15","No","0","0","0","Yes","No","0","0","No","1","1","0","0","2","1","0","2","0","0","0","No","No","0","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","85","1.8","5.5","No","20/SOIC 300mil 20/TSSOP 20/VQFN"
" ATtiny5","In Production ","$0.24","8-bit AVR","8"," ","0.5","0.25","No","32","0","4","6","12","No","No","Programmable BOR"," ","Yes","Yes ","No","Yes","1","0","0","4","8","15","No","0","0","0","Yes","No","0","0","No","0","1","0","0","2","1","0","2","0","0","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","No","No","None","-40","125","1.8","5.5","No","6/SOT-23 8/UDFN"
" ATtiny9","In Production ","$0.24","8-bit AVR","8"," ","1","0.5","No","32","0","4","6","12","No","No","Programmable BOR"," ","Yes","Yes ","No","Yes","1","0","0","0","0","0","No","0","0","0","Yes","No","0","0","No","0","1","0","0","2","1","0","2","0","0","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","No","No","None","-40","125","1.8","5.5","No","6/SOT-23 8/UDFN"
" ATUC128D3","In Production ","$3.82","32-bit AVR","32"," ","128","32","Yes","16384","0","51","64","48","Yes","No"," "," ","Yes","120Mhz,115Khz ","Yes","Yes","0","0","1","8","10","0","No","1","0","0","Yes","No","0"," ","No","0","3","0","0","0","0","0","7","0","0","0","No","No","3","1","2","1","Device","No","0","0","0","None","No","No","No","No","No","1","0","0","0","No","25","0","No","No","Debug/Program/Boundary Scan","-40","85","3","3.6","No","64/TQFP 64/VQFN"
" ATUC128L3U","In Production ","$4.89","32-bit AVR","32"," ","128","32","Yes","32768","0","51","64","50","Yes","No"," "," ","Yes","120Mhz,115Khz,32Khz ","Yes","Yes","8","0","1","8","12","460","No","1","1","16","Yes","No","0"," ","No","0","6","0","0","0","0","0","36","0","0","0","No","No","4","1","2","1","Device","No","0","0","0","None","Yes","No","No","No","No","1","0","0","0","No","25","0","No","No","Debug/Program/Boundary Scan","-40","85","1.62","3.6","No","64/TQFP 64/VQFN"
" ATUC128L4U","In Production ","$4.43","32-bit AVR","32"," ","128","32","Yes","16384","0","36","48","50","Yes","No"," "," ","Yes","120Mhz,115Khz,32Khz ","Yes","Yes","8","0","1","8","12","460","No","1","0","0","Yes","No","0"," ","No","0","6","0","0","0","0","0","35","0","0","0","No","No","4","1","2","1","Device","No","0","0","0","None","Yes","No","No","No","No","1","0","0","0","No","17","0","No","No","Debug/Program/Boundary Scan","-40","85","1.62","3.6","No","48/TQFP 48/TLLGA"
" ATUC256L3U","In Production ","$5.56","32-bit AVR","32"," ","256","64","Yes","32768","0","51","64","50","Yes","No"," "," ","Yes","120Mhz,115Khz,32Khz ","Yes","Yes","8","0","1","8","12","460","No","1","1","16","Yes","No","0"," ","No","0","6","0","0","0","0","0","36","0","0","0","No","No","4","1","2","1","Device","No","0","0","0","None","Yes","No","No","No","No","1","0","0","0","No","25","0","No","No","Debug/Program/Boundary Scan","-40","85","1.62","3.6","No","64/TQFP 64/VQFN"
" ATUC256L4U","In Production ","$5.15","32-bit AVR","32"," ","256","64","Yes","16384","0","36","48","50","Yes","No"," "," ","Yes","120Mhz,115Khz,32Khz ","Yes","Yes","8","0","1","8","12","460","No","1","0","0","Yes","No","0"," ","No","0","6","0","0","0","0","0","35","0","0","0","No","No","4","1","2","1","Device","No","0","0","0","None","Yes","No","No","No","No","1","0","0","0","No","17","0","No","No","Debug/Program/Boundary Scan","-40","85","1.62","3.6","No","48/TQFP 48/TLLGA 48/VQFN"
" ATUC64D3","In Production ","$3.07","32-bit AVR","32"," ","64","16","Yes","16384","0","51","64","48","Yes","No"," "," ","Yes","120Mhz,115Khz ","Yes","Yes","0","0","1","8","10","0","No","1","0","0","Yes","No","0"," ","No","0","3","0","0","0","0","0","7","0","0","0","No","No","3","1","2","1","Device","No","0","0","0","None","No","No","No","No","No","1","0","0","0","No","25","0","No","No","Debug/Program/Boundary Scan","-40","85","3","3.6","No","64/TQFP 64/VQFN"
" ATUC64D4","In Production ","$2.91","32-bit AVR","32"," ","64","16","Yes","16384","0","35","48","48","Yes","No"," "," ","Yes","120Mhz,115Khz ","Yes","Yes","0","0","1","6","10","0","No","1","0","0","Yes","No","0"," ","No","0","3","0","0","0","0","0","7","0","0","0","No","No","3","1","2","1","Device","No","0","0","0","None","No","No","No","No","No","1","0","0","0","No","17","0","No","No","Debug/Program/Boundary Scan","-40","85","3","3.6","No","48/TQFP 48/VQFN"
" ATUC64L3U","In Production ","$4.12","32-bit AVR","32"," ","64","16","Yes","16384","0","51","64","50","Yes","No"," "," ","Yes","120Mhz,115Khz,32Khz ","Yes","Yes","8","0","1","8","12","460","No","1","1","16","Yes","No","0"," ","No","0","6","0","0","0","0","0","36","0","0","0","No","No","4","1","2","1","Device","No","0","0","0","None","Yes","No","No","No","No","1","0","0","0","No","25","0","No","No","Debug/Program/Boundary Scan","-40","85","1.62","3.6","No","64/TQFP 64/VQFN"
" ATUC64L4U","In Production ","$3.74","32-bit AVR","32"," ","64","16","Yes","16384","0","36","48","50","Yes","No"," "," ","Yes","120Mhz,115Khz,32Khz ","Yes","Yes","8","0","1","8","12","460","No","1","0","0","Yes","No","0"," ","No","0","6","0","0","0","0","0","35","0","0","0","No","No","4","1","2","1","Device","No","0","0","0","None","Yes","No","No","No","No","1","0","0","0","No","17","0","No","No","Debug/Program/Boundary Scan","-40","85","1.62","3.6","No","48/TQFP 48/TLLGA 48/VQFN"
" CEC1302","In Production ","$1.75","Cortex-M4","32","CEC","0","0","No","131072","0","0","144","48"," ","Yes"," "," ","Yes"," ","Yes","Yes","0","0","1","5","10","0","No","0","0","0"," ","No"," "," ","No","0","5","0","0","0","0","0","4","0","16","0","No","No","1","2","5","0","None","No","0","0","0","None","No","No","No","No"," ","0"," ","0","0","No","0","0","No","Yes","Debug/Program","0","70","2.97","3.6","No","144/WFBGA"
" CEC1702","In Production ","$2.73","Cortex-M4","32","CEC","0","0","No","491520","0","0","84","48"," ","Yes"," "," ","Yes"," ","Yes","Yes","0","0","1","5","10","0","No","0","0","0"," ","No"," "," ","No","0","5","0","0","0","0","0","4","0","16","0","No","No","2","3","6","0","None","No","0","0","0","None","No","No","No","No"," ","0"," ","0","0","No","0","0","No","Yes","Debug/Program","0","70","1.62","3.6","No","84/WFBGA"
" dsPIC33EP128GS702","In Production ","$3.47","16-bit dsPIC DSC","16","16-bit DSC","128","64","Yes","8192","0 / HEF","20","28","70","Yes","No","BOR","None","Yes","7.37 MHz, 32 kHz ","No","Yes","4","0","5","11","12","3250","No","4","1","12","Yes","No","0"," ","No","0","5","0","0","8","0","0","10","5","16","0","No","No","2","3","2","0","None","No","0","0","0","None","No","No","No","No","No","4","0","0","0","No","0","0","No","No","Boundary Scan","-40","125","3","3.6","No","28/SOIC 300mil 28/QFN-S 28/UQFN"
" dsPIC33EP128GS704","In Production ","$3.61","16-bit dsPIC DSC","16","16-bit DSC","128","64","Yes","8192","0 / HEF","33","44","70","Yes","No","BOR","None","Yes","7.37 MHz, 32 kHz ","No","Yes","4","0","5","17","12","3250","No","4","1","12","Yes","No","0"," ","No","0","5","0","0","8","0","0","10","5","16","0","No","No","2","3","2","0","None","No","0","0","0","None","No","No","No","No","No","4","0","0","0","No","0","0","No","No","Boundary Scan","-40","125","3","3.6","No","44/TQFP 44/QFN"
" dsPIC33EP128GS705","In Production ","$3.64","16-bit dsPIC DSC","16","16-bit DSC","128","64","Yes","8192","0 / HEF","33","48","70","Yes","No","BOR","None","Yes","7.37 MHz, 32 kHz ","No","Yes","4","0","5","17","12","3250","No","4","1","12","Yes","No","0"," ","No","0","5","0","0","8","0","0","10","5","16","0","No","No","2","3","2","0","None","No","0","0","0","None","No","No","No","No","No","4","0","0","0","No","0","0","No","No","Boundary Scan","-40","125","3","3.6","No","48/TQFP"
" dsPIC33EP128GS706","In Production ","$3.78","16-bit dsPIC DSC","16","16-bit DSC","128","64","Yes","8192","0 / HEF","51","64","70","Yes","No","BOR","None","Yes","7.37 MHz, 32 kHz ","No","Yes","4","0","5","22","12","3250","No","4","2","12","Yes","No","0"," ","No","0","5","0","0","8","0","0","10","5","16","0","No","No","2","3","2","0","None","No","0","0","0","None","No","No","No","No","No","4","0","0","0","No","0","0","No","No","Boundary Scan","-40","125","3","3.6","No","64/TQFP"
" dsPIC33EP128GS708","In Production ","$3.92","16-bit dsPIC DSC","16","16-bit DSC","128","64","Yes","8192","0 / HEF","67","80","70","Yes","No","BOR","None","Yes","7.37 MHz, 32 kHz ","No","Yes","4","0","5","22","12","3250","No","4","2","12","Yes","No","0"," ","No","0","5","0","0","8","0","0","10","5","16","0","No","No","2","3","2","0","None","No","0","0","0","None","No","No","No","No","No","4","0","0","0","No","0","0","No","No","Boundary Scan","-40","125","3","3.6","No","80/TQFP"
" dsPIC33EP128GS804","In Production ","$3.75","16-bit dsPIC DSC","16","16-bit DSC","128","64","Yes","8192","0 / HEF","33","44","70","Yes","No","BOR","None","Yes","7.37 MHz, 32 kHz ","No","Yes","4","0","5","17","12","3250","No","4","1","12","Yes","No","0"," ","No","0","5","0","0","8","0","0","10","5","16","0","No","No","2","3","2","0","None","No","2","0","0","None","No","No","No","No","No","4","0","0","0","No","0","0","No","No","Boundary Scan","-40","125","3","3.6","No","44/TQFP 44/QFN"
" dsPIC33EP128GS805","In Production ","$3.78","16-bit dsPIC DSC","16","16-bit DSC","128","64","Yes","8192","0 / HEF","33","48","70","Yes","No","BOR","None","Yes","7.37 MHz, 32 kHz ","No","Yes","4","0","5","17","12","3250","No","4","1","12","Yes","No","0"," ","No","0","5","0","0","8","0","0","10","5","16","0","No","No","2","3","2","0","None","No","2","0","0","None","No","No","No","No","No","4","0","0","0","No","0","0","No","No","Boundary Scan","-40","125","3","3.6","No","48/TQFP"
